게임이름,게임순위,총 평가,긍정적인 평가 비율,출시일,앞서 해보기 출시 일자,app_id
Dota 2,1,2496885,81,"9 Jul, 2013",,570
Black Myth: Wukong,2,834272,96,"20 Aug, 2024",,2358720
Baldur's Gate 3,3,669069,96,"4 Aug, 2023","7 Oct, 2020",1086940
Stardew Valley,4,754862,98,"27 Feb, 2016",,413150
The Witcher 3: Wild Hunt,5,761434,96,"18 May, 2015",,292030
ELDEN RING,6,764551,92,"25 Feb, 2022",,1245620
Cyberpunk 2077,7,747377,85,"10 Dec, 2020",,1091500
Warframe,8,618954,87,"26 Mar, 2013",,230410
Divinity: Original Sin 2 - Definitive Edition,9,165997,95,"14 Sep, 2017",,435150
Vampire Survivors,10,237342,98,"21 Oct, 2022","17 Dec, 2021",1794680
Monster Hunter: World,11,296928,89,"9 Aug, 2018",,582010
Hades,12,258223,98,"17 Sep, 2020","11 Dec, 2019",1145360
Clair Obscur: Expedition 33,13,69286,95,"24 Apr, 2025",,1903340
Undertale,14,242334,96,"15 Sep, 2015",,391540
Persona 5 Royal,15,68280,96,"21 Oct, 2022",,1687950
Project Zomboid,16,284939,94,"8 Nov, 2013",,108600
Persona 3 Reload,17,28726,95,"2 Feb, 2024",,2161700
Slay the Spire,18,157329,97,"24 Jan, 2019",,646570
DARK SOULS™ III,19,262139,94,"12 Apr, 2016",,374320
OMORI,20,72070,97,"25 Dec, 2020",,1150690
Persona 4 Golden,21,65269,97,"14 Jun, 2020",,1113000
Hogwarts Legacy,22,231742,90,"11 Feb, 2023",,990080
God of War,23,110698,96,"15 Jan, 2022",,1593500
Metaphor: ReFantazio,24,19616,91,"11 Oct, 2024",,2679460
DAVE THE DIVER,25,116419,97,"28 Jun, 2023","27 Oct, 2022",1868140
The Elder Scrolls® Online,26,127547,82,"4 Apr, 2014",,306130
Fallout: New Vegas,27,182626,96,"22 Oct, 2010",,22380
Symphony of War: The Nephilim Saga,28,11385,94,"11 Jun, 2022",,1488200
Fallout 4,29,261516,83,"10 Nov, 2015",,377160
ASTLIBRA Revision,30,25740,95,"13 Oct, 2022",,1718570
The Elder Scrolls V: Skyrim Special Edition,31,188887,94,"28 Oct, 2016",,489830
Mount & Blade II: Bannerlord,32,204789,87,"25 Oct, 2022","30 Mar, 2020",261550
Caves of Qud,33,9702,95,"6 Dec, 2024","15 Jul, 2015",333640
FINAL FANTASY VII REMAKE INTERGRADE,34,31358,88,"17 Jun, 2022",,1462040
TROUBLESHOOTER: Abandoned Children,35,8807,94,"23 Apr, 2020",,470310
Disco Elysium - The Final Cut,36,101354,93,"16 Oct, 2019",,632470
Assassin's Creed® Odyssey,37,156204,89,"6 Oct, 2018",,812140
Touhou Mystia's Izakaya,38,24374,98,"1 Oct, 2021","16 Jun, 2021",1584090
Our Adventurer Guild,39,1739,96,"13 Apr, 2024","31 May, 2023",2026000
STAR WARS™: The Old Republic™,40,67615,89,"20 Dec, 2011",,1286830
Volcano Princess,41,38779,97,"21 Apr, 2023",,1669980
Dark Deity 2,42,963,94,"24 Mar, 2025",,2446600
Darkest Dungeon®,43,129394,91,"19 Jan, 2016",,262060
Grim Dawn,44,83711,93,"26 Feb, 2016",,219990
Assassin's Creed® Origins,45,104586,85,"27 Oct, 2017",,582160
LISA: The Painful,46,12738,95,"15 Dec, 2014",,335670
荣耀斗罗,47,209,93,"19 Nov, 2021",,1786760
Super Robot Wars 30,48,5277,86,"28 Oct, 2021",,898750
Drova - Forsaken Kin,49,6666,95,"15 Oct, 2024",,1585180
Borderlands 2,50,197184,94,"20 Sep, 2012",,49520
NieR:Automata™,51,103894,88,"18 Mar, 2017",,524220
Gumballs & Dungeons,52,987,95,"5 Mar, 2025",,3112010
Mount & Blade: Warband,53,130797,97,"31 Mar, 2010",,48700
Shattered Pixel Dungeon,54,1520,95,"24 Mar, 2022",,1769170
Wartales,55,26624,89,"12 Apr, 2023","2 Dec, 2021",1527950
DARK SOULS™: REMASTERED,56,83294,91,"24 May, 2018",,570940
Legend of Heroes: Three Kingdoms,57,4430,89,"26 Mar, 2025","26 Mar, 2025",3020510
Those Who Rule,58,504,90,"27 Jan, 2025",,1822060
SUPER ROBOT WARS X,59,1772,88,"10 Jan, 2020",,1031510
Hades II,60,59913,94,"7 May, 2024","7 May, 2024",1145350
"Warhammer 40,000: Rogue Trader",61,21518,84,"8 Dec, 2023",,2186680
One Way Heroics,62,3422,94,"1 Mar, 2014",,266210
Realm of the Mad God Exalt,63,46592,83,"21 Feb, 2012",,200210
Limbus Company,64,62197,83,"27 Feb, 2023",,1973530
Enshrouded,65,69548,86,"24 Jan, 2024","24 Jan, 2024",1203620
Guild Saga: Vanished Worlds,66,211,85,"11 Oct, 2024","11 Oct, 2024",2184350
King Arthur: Knight's Tale,67,6082,83,"27 Apr, 2022","26 Jan, 2021",1157390
MONSTER HUNTER RISE,68,70796,83,"13 Jan, 2022",,1446780
Kingdom Come: Deliverance,69,123495,83,"13 Feb, 2018",,379430
The Elder Scrolls IV: Oblivion® Game of the Year Edition (2009),70,40796,95,"11 Sep, 2007",,22330
DRAGON QUEST® XI S: Echoes of an Elusive Age™ - Definitive Edition,71,8647,93,"5 Dec, 2020",,1295510
Halls of Torment,72,27972,95,"24 Sep, 2024","24 May, 2023",2218750
To the Moon,73,63528,96,"1 Nov, 2011",,206440
Kingdom Come: Deliverance II,74,75689,93,"5 Feb, 2025",,1771300
Warhammer: Vermintide 2,75,85267,84,"8 Mar, 2018",,552500
Trove,76,92371,80,"9 Jul, 2015",,304050
Gunfire Reborn,77,84900,93,"18 Nov, 2021","5 May, 2020",1217060
CODE VEIN,78,42505,84,"27 Sep, 2019",,678960
The Hungry Lamb: Traveling in the Late Ming Dynasty,79,43716,96,"23 Apr, 2024",,2593370
Feign,80,4172,91,"23 Oct, 2021","23 Oct, 2021",1436990
Crusader Kings III,81,80204,91,"2 Sep, 2020",,1158310
Dawnsbury Days,82,553,98,"9 Mar, 2024",,2693730
Caves of Lore,83,336,94,"21 Jan, 2023",,2227130
ENDER MAGNOLIA: Bloom in the Mist,84,12453,95,"22 Jan, 2025","25 Mar, 2024",2725260
Wildermyth,85,15673,95,"16 Jun, 2021","14 Nov, 2019",763890
Borderlands 3,86,115880,84,"13 Mar, 2020",,397540
Elin,87,5928,93,"1 Nov, 2024","1 Nov, 2024",2135150
TRIANGLE STRATEGY,88,2555,80,"14 Oct, 2022",,1850510
Middle-earth™: Shadow of War™,89,80403,88,"10 Oct, 2017",,356190
FANTASY LIFE i: The Girl Who Steals Time,90,4967,92,"21 May, 2025",,2993780
Mass Effect™ Legendary Edition,91,51825,91,"15 May, 2021",,1328670
Cyber Knights: Flashpoint,92,862,95,"17 Oct, 2023","17 Oct, 2023",1021210
Suikoden I&II HD Remaster Gate Rune and Dunan Unification Wars,93,1368,95,"6 Mar, 2025",,1932640
Granblue Fantasy: Relink,94,35547,89,"1 Feb, 2024",,881020
Sea of Stars,95,9908,88,"29 Aug, 2023",,1244090
Bastion,96,27548,95,"17 Aug, 2011",,107100
Yakuza 0,97,58476,95,"1 Aug, 2018",,638970
Age of Wonders 4,98,13372,82,"3 May, 2023",,1669000
For The King,99,29365,87,"20 Apr, 2018",,527230
DREDGE,100,36877,95,"31 Mar, 2023",,1562430
Kenshi,101,82366,95,"7 Dec, 2018",,233860
Disgaea 4 Complete+,102,691,89,"11 Sep, 2020",,1233880
Marvel's Midnight Suns,103,15068,82,"2 Dec, 2022",,368260
Mondealy: Day One,104,665,95,"14 Sep, 2021",,1591570
Tactical Breach Wizards,105,9015,98,"23 Aug, 2024",,1043810
Guild Wars 2,106,21457,88,"24 Aug, 2022",,1284210
Disgaea 2 PC,107,1397,91,"31 Jan, 2017",,495280
Geneforge 2 - Infestation,108,108,98,"27 Mar, 2024",,2480560
The Elder Scrolls IV: Oblivion Remastered,109,44163,81,"23 Apr, 2025",,2623190
Like a Dragon: Infinite Wealth,110,13341,91,"26 Jan, 2024",,2072450
Lies of P,111,38379,91,"18 Sep, 2023",,1627720
Stolen Realm,112,2831,85,"8 Mar, 2024","15 Oct, 2021",1330000
Pillars of Eternity,113,15888,87,"27 Mar, 2015",,291650
Living With Sister: Monochrome Fantasy,114,9983,96,"23 Mar, 2024",,2429860
DRAGON BALL Z: KAKAROT,115,41169,93,"17 Jan, 2020",,851850
DRAGON BALL XENOVERSE 2,116,39757,90,"28 Oct, 2016",,454650
OCTOPATH TRAVELER II,117,10785,94,"25 Feb, 2023",,1971650
Disgaea 5 Complete,118,2922,88,"23 Oct, 2018",,803600
Pathfinder: Wrath of the Righteous - Enhanced Edition,119,29660,83,"3 Sep, 2021",,1184370
Supreme Kung Fu,120,544,95,"11 Nov, 2024","11 Nov, 2024",2994910
Dungeon Dreams 2,121,169,91,"9 Feb, 2024","18 Sep, 2023",1843470
Shiren the Wanderer: The Mystery Dungeon of Serpentcoil Island,122,242,89,"12 Dec, 2024",,2178480
SD GUNDAM G GENERATION CROSS RAYS,123,6679,83,"28 Nov, 2019",,728530
Tales of Graces f Remastered,124,498,88,"17 Jan, 2025",,2530980
梦魇：无归 Nightmare without return,125,594,95,"30 Sep, 2022",,2113540
South Park™: The Stick of Truth™,126,55884,97,"6 Mar, 2014",,213670
Solasta: Crown of the Magister,127,17893,87,"27 May, 2021","20 Oct, 2020",1096530
Worldless,128,1065,95,"20 Nov, 2023",,1898500
The Nameless: Slay Dragon,129,1466,91,"26 Sep, 2024",,2410170
S.T.A.L.K.E.R. 2: Heart of Chornobyl,130,85941,81,"21 Nov, 2024",,1643320
Winter Memories,131,8890,97,"6 Jan, 2024",,2495450
Wasteland 3,132,16195,84,"28 Aug, 2020",,719040
Streets of Rogue,133,16345,96,"13 Jul, 2019",,512900
LiEat,134,3835,96,"26 Feb, 2016",,373770
LIZARDS MUST DIE,135,23033,96,"27 Sep, 2023",,2532550
XCOM® 2,136,73698,85,"5 Feb, 2016",,268500
Monster Train,137,18982,96,"22 May, 2020",,1102190
狂神无双,138,201,92,"11 Nov, 2021",,1758450
Dwerve: Prologue,139,625,91,"3 Sep, 2021",,1710920
Time Break Chronicles,140,240,90,"1 Sep, 2020","1 Sep, 2020",1393500
Blazing Aries,141,305,88,"12 Mar, 2022",,1658930
Dishonored,142,62351,97,"10 Oct, 2012",,205100
Yakuza: Like a Dragon,143,24888,94,"11 Nov, 2020",,1235140
The Last Spell,144,11076,91,"10 Mar, 2023","3 Jun, 2021",1105670
Magical Girl Celesphonia,145,2716,96,"7 May, 2022",,1786790
Baldur's Gate II: Enhanced Edition,146,8747,92,"16 Nov, 2013",,257350
Romancing SaGa 2: Revenge of the Seven,147,3112,94,"25 Oct, 2024",,2455640
Gujian3(古剑奇谭三),148,39998,85,"15 Dec, 2018",,994280
觅长生,149,24322,93,"26 Nov, 2019","26 Nov, 2019",1189490
Disgaea 7: Vows of the Virtueless,150,796,81,"4 Oct, 2023",,2250600
Epic Battle Fantasy 5,151,5153,98,"1 Dec, 2018",,432350
Cassette Beasts,152,7632,95,"27 Apr, 2023",,1321440
Valkyria Chronicles™,153,10456,90,"11 Nov, 2014",,294860
Touhou Hero of Ice Fairy,154,5952,97,"3 Apr, 2024","25 Feb, 2023",1955830
DYNASTY WARRIORS: ORIGINS,155,13913,92,"17 Jan, 2025",,2384580
AI LIMIT,156,13789,93,"27 Mar, 2025",,2407270
Like a Dragon: Pirate Yakuza in Hawaii,157,4325,91,"21 Feb, 2025",,3061810
Punch Club 2: Fast Forward,158,3113,82,"21 Jul, 2023",,1161590
Fields of Mistria,159,18131,97,"6 Aug, 2024","6 Aug, 2024",2142790
Crypt of the NecroDancer,160,22287,95,"24 Apr, 2015",,247080
Yakuza Kiwami 2,161,12869,95,"9 May, 2019",,927380
Persona® 5 Strikers,162,11921,89,"23 Feb, 2021",,1382330
Eastward,163,13820,83,"16 Sep, 2021",,977880
STAR WARS Jedi: Fallen Order™,164,137371,88,"15 Nov, 2019",,1172380
Rogue Fable IV,165,174,93,"26 Jan, 2024","26 Jan, 2024",2720010
Expeditions: Rome,166,4388,87,"21 Jan, 2022",,987840
The World is Your Weapon,167,610,97,"28 Jun, 2019",,1056490
Nioh 2 – The Complete Edition,168,30685,88,"5 Feb, 2021",,1325200
Kingdom Under Fire: The Crusaders,169,989,92,"28 Feb, 2020",,1121420
Potion Craft: Alchemist Simulator,170,31573,92,"14 Dec, 2022","22 Sep, 2021",1210320
The First Berserker: Khazan,171,11554,89,"28 Mar, 2025",,2680010
Saihate Station,172,2220,95,"7 Mar, 2025",,3079280
Wandering Sword,173,26437,94,"15 Sep, 2023",,1876890
Colony Ship: A Post-Earth Role Playing Game,174,3100,87,"9 Nov, 2023","6 Apr, 2021",648410
Monochrome Mobius: Rights and Wrongs Forgotten,175,654,80,"17 Nov, 2022",,1962430
Back to the Dawn,176,4415,92,"3 Nov, 2023","3 Nov, 2023",1735700
Eternal Senia,177,11946,97,"18 Jun, 2015",,351640
Summer Memories,178,20767,92,"15 Jun, 2020",,1227890
Moonring,179,2092,96,"29 Sep, 2023",,2373630
Horizon Zero Dawn™ Complete Edition,180,93568,87,"7 Aug, 2020",,1151640
CrossCode,181,14875,92,"21 Sep, 2018",,368340
NARUTO TO BORUTO: SHINOBI STRIKER,182,42096,84,"31 Aug, 2018",,633230
REMNANT II®,183,40782,83,"26 Jul, 2023",,1282100
RPG Maker MZ,184,1554,85,"28 Aug, 2020",,1096900
Recettear: An Item Shop's Tale,185,6413,96,"11 Sep, 2010",,70400
Hylics 2,186,2617,97,"22 Jun, 2020",,1286710
Shadow Gambit: The Cursed Crew,187,3901,92,"18 Aug, 2023",,1545560
Disgaea PC,188,4101,87,"25 Feb, 2016",,405900
The Elder Scrolls III: Morrowind® Game of the Year Edition,189,20405,95,"29 Apr, 2002",,22320
Just a To the Moon Series Beach Episode,190,2763,98,"21 Sep, 2024",,2159210
Castlevania Dominus Collection,191,1852,95,"28 Aug, 2024",,2369900
Golden Krone Hotel,192,289,95,"27 Oct, 2017",,497800
Magicraft,193,12103,91,"2 Nov, 2024","2 Nov, 2023",2103140
Crusader Kings II,194,72062,90,"15 Feb, 2012",,203770
Planescape: Torment: Enhanced Edition,195,4205,94,"11 Apr, 2017",,466300
Divinity: Original Sin - Enhanced Edition,196,23879,89,"27 Oct, 2015",,373420
FINAL FANTASY XV WINDOWS EDITION,197,41419,83,"7 Mar, 2018",,637650
Fallout: A Post Nuclear Role Playing Game,198,14389,95,"30 Sep, 1997",,38400
Pathologic 2,199,8512,92,"23 May, 2019",,505230
Chinese Online Game,200,6104,83,"19 Jul, 2024",,1416920
LunarLux,201,239,95,"26 Sep, 2023",,1932680
Fuga: Melodies of Steel 2,202,296,97,"11 May, 2023",,2001340
DRAGON QUEST BUILDERS™ 2,203,6147,92,"11 Dec, 2019",,1072420
Maneater,204,13363,89,"25 May, 2021",,629820
沉睡的法则 Things as They Are,205,1018,97,"18 Jun, 2019",,965820
Look Outside,206,2277,99,"21 Mar, 2025",,3373660
Ruined King: A League of Legends Story™,207,10164,88,"17 Nov, 2021",,1276790
ATLYSS,208,13911,97,"23 Nov, 2024","23 Nov, 2024",2768430
Vampires Dawn 3 - The Crimson Realm,209,297,82,"20 May, 2021",,1361010
Graveyard Keeper,210,34903,86,"16 Aug, 2018",,599140
FINAL FANTASY VII,211,24165,92,"4 Jul, 2013",,39140
Remnant: From the Ashes,212,43492,85,"20 Aug, 2019",,617290
Horizon Forbidden West™ Complete Edition,213,15091,89,"21 Mar, 2024",,2420110
Path of Achra,214,2494,98,"7 May, 2024","1 May, 2023",2128270
重生之我是小虾米,215,1674,95,"13 Aug, 2024",,3101720
Temtem,216,31032,82,"7 Sep, 2022","22 Jan, 2020",745920
CRISIS CORE –FINAL FANTASY VII– REUNION,217,5645,89,"14 Dec, 2022",,1608070
God of War Ragnarök,218,20016,87,"20 Sep, 2024",,2322010
Shakes and Fidget,219,36576,92,"24 Feb, 2016",,438040
Soulstone Survivors,220,20969,91,"7 Nov, 2022","7 Nov, 2022",2066020
Bahamut2-dragon's bride,221,551,98,"1 Oct, 2021",,1673190
Fuga: Melodies of Steel,222,1040,93,"29 Jul, 2021",,1357860
Small Saga,223,1592,95,"16 Nov, 2023",,1320140
Dragon Age: Origins - Ultimate Edition,224,25861,86,"27 Oct, 2010",,47810
The Legend of Heroes: Trails into Reverie,225,877,95,"8 Jul, 2023",,1668540
Transistor,226,27349,93,"21 May, 2014",,237930
Finding Paradise,227,16629,97,"14 Dec, 2017",,337340
The Test,228,19396,96,"25 Feb, 2020",,1241510
Suzerain,229,8260,93,"5 Dec, 2020",,1207650
Quest for the Golden Candelabra,230,308,98,"12 May, 2023",,2381160
Baldur's Gate: Enhanced Edition,231,14032,92,"17 Jan, 2013",,228280
Valkyria Chronicles 4 Complete Edition,232,5316,87,"25 Sep, 2018",,790820
Spiral Knights,233,23642,84,"15 Jun, 2011",,99900
Tales of Arise,234,26142,87,"10 Sep, 2021",,740130
Touhou Artificial Dream in Arcadia,235,985,96,"23 Sep, 2023",,2248430
SpellForce: Conquest of Eo,236,1862,81,"3 Feb, 2023",,1581770
Town of Salem,237,30999,88,"15 Dec, 2014",,334230
Tainted Grail: The Fall of Avalon,238,7869,87,"24 May, 2025","31 Mar, 2023",1466060
VPet-Simulator,239,46252,98,"14 Aug, 2023",,1920960
From Frontier,240,318,97,"25 Jul, 2020",,1348180
Yu-Gi-Oh! Duel Links,241,43603,83,"17 Nov, 2017",,601510
SteamWorld Heist II,242,1660,95,"8 Aug, 2024",,2396240
State of Decay 2: Juggernaut Edition,243,52748,83,"14 Mar, 2020",,495420
Cryptmaster,244,1511,95,"10 May, 2024",,1885110
The Witcher: Enhanced Edition Director's Cut,245,57571,89,"16 Sep, 2008",,20900
Bug Fables: The Everlasting Sapling,246,4714,97,"21 Nov, 2019",,1082710
Dinkum,247,20662,93,"23 Apr, 2025","14 Jul, 2022",1062520
Pillars of Eternity II: Deadfire,248,13789,87,"9 May, 2018",,560130
Roadwarden,249,3655,95,"12 Sep, 2022",,1155970
DARK SOULS™ II: Scholar of the First Sin,250,74097,84,"2 Apr, 2015",,335300
Utawarerumono: Mask of Truth,251,1333,96,"23 Jan, 2020",,1151440
Medieval Dynasty,252,37105,90,"23 Sep, 2021","17 Sep, 2020",1129580
SCARLET NEXUS,253,12976,81,"25 Jun, 2021",,775500
Xuan-Yuan Sword: Dance of the Maple Leaves,254,289,95,"6 Jan, 1995",,1508750
My Time at Portia,255,33901,91,"15 Jan, 2019",,666140
Cogmind,256,1370,95,"17 Oct, 2017",,722730
The Bard's Tale Trilogy,257,1096,95,"14 Aug, 2018",,843260
The Legend of Heroes: Trails through Daybreak,258,861,92,"2 Mar, 2023",,2138610
Sultan's Game,259,15092,93,"31 Mar, 2025",,3117820
Healer's Quest,260,210,87,"18 Apr, 2018",,598490
Swords and Sandals Immortals,261,994,85,"10 Mar, 2023","27 May, 2022",1707650
Middle-earth™: Shadow of Mordor™,262,59043,92,"1 Oct, 2014",,241930
沙雕之路,263,962,96,"30 Oct, 2019","27 Sep, 2019",1092590
Horizon's Gate,264,1102,94,"10 Mar, 2020",,1224290
SUPER ROBOT WARS V,265,1576,91,"3 Oct, 2019",,1031500
The Legend of Heroes: Trails in the Sky,266,8126,93,"30 Jul, 2014",,251150
My Time at Sandrock,267,22133,88,"2 Nov, 2023","26 May, 2022",1084600
Ib,268,4073,99,"11 Apr, 2022",,1901370
Touhou: Lost Branch of Legend,269,1557,93,"18 Aug, 2022","18 Aug, 2022",1140150
Arisen Force: Life Devotee,270,1948,96,"24 Nov, 2024",,3279120
Dragon's Dogma: Dark Arisen,271,35553,88,"16 Jan, 2016",,367500
Siralim Ultimate,272,1670,94,"4 Dec, 2021","13 Mar, 2021",1289810
打工吧！天使酱 ~天使在魔界的劳改生活~,273,562,96,"22 Jul, 2022",,1984350
Fantasy World Souls,274,190,86,"17 Feb, 2023",,2301370
Shin Megami Tensei III Nocturne HD Remaster,275,3391,87,"21 May, 2021",,1413480
Escape from Ever After: Onboarding,276,719,96,"20 Jul, 2024",,2789420
The Witch's House MV,277,3106,95,"31 Oct, 2018",,885810
Tainted Grail: Conquest,278,6844,90,"27 May, 2021","19 Jun, 2020",1199030
Stellar Tactics,279,1378,80,"23 Sep, 2016",,465490
Secrets of Grindea,280,6711,89,"1 Mar, 2024","14 Jul, 2015",269770
West of Loathing,281,9172,97,"11 Aug, 2017",,597220
UFO 50,282,5947,95,"18 Sep, 2024",,1147860
WolfQuest: Anniversary Edition,283,8776,97,"26 Jul, 2019","26 Jul, 2019",926990
In Stars And Time,284,5489,97,"21 Nov, 2023",,1677310
RPG Maker MV,285,6855,91,"23 Oct, 2015",,363890
Action Taimanin,286,18625,83,"6 Oct, 2020",,1335200
BLEACH Brave Souls,287,11865,88,"18 Aug, 2020",,1201240
Phantom Brave PC,288,545,85,"25 Jul, 2016",,409870
封神榜2022,289,923,91,"7 Jan, 2022",,1807750
STAR WARS™ Jedi Knight - Jedi Academy™,290,10824,96,"16 Sep, 2003",,6020
Death Must Die,291,19538,90,"15 Nov, 2023","15 Nov, 2023",2334730
The Sims™ 3,292,29684,86,"2 Jun, 2009",,47890
Digimon World: Next Order,293,1639,80,"22 Feb, 2023",,1530160
ADOM (Ancient Domains Of Mystery),294,1186,87,"17 Nov, 2015",,333300
Attack on Titan 2 - A.O.T.2,295,6238,93,"27 Apr, 2023",,601050
Kingsvein,296,247,91,"16 Jan, 2024",,2276830
Fell Seal: Arbiter's Mark,297,4679,88,"1 May, 2019",,699170
FATE: The Cursed King,298,446,93,"20 Nov, 2014",,303690
Love Is All Around,299,35783,93,"18 Oct, 2023",,2322560
Utawarerumono: Prelude to the Fallen,300,1193,93,"22 Jan, 2021",,1151450
Unheard - Voices of Crime,301,28740,96,"29 Mar, 2019",,942970
Dark Goddess of Destruction: Idle,302,286,86,"5 Nov, 2024",,3251130
New Arc Line,303,402,81,"27 Nov, 2024","27 Nov, 2024",2458310
Hylics,304,6095,98,"3 Oct, 2015",,397740
Fabled Lands,305,469,80,"27 May, 2022","21 May, 2021",1299620
Vaporum,306,918,84,"29 Sep, 2017",,629690
Kakele Online - MMORPG,307,434,84,"1 Feb, 2020",,1541020
消失的航班，还有她她她！Lost in the secret!,308,633,92,"21 May, 2025",,3418690
Impostor Factory,309,10954,95,"1 Oct, 2021",,1182620
The Legend of Heroes: Trails through Daybreak II,310,369,90,"15 Feb, 2025",,2668430
Mortal Sin,311,3183,95,"16 Mar, 2023","16 Mar, 2023",1494810
20 Minutes Till Dawn,312,26490,91,"8 Jun, 2023","8 Jun, 2022",1966900
RuneScape ®,313,25309,82,"14 Oct, 2020",,1343400
FlyKnight,314,7359,96,"31 Jan, 2025",,3108510
Ninja Village,315,406,93,"23 May, 2022",,1918520
WitchSpring R,316,5452,96,"26 Sep, 2023",,1958220
Crawl Tactics,317,133,93,"9 Dec, 2022",,1290750
Wuthering Waves,318,11419,89,"29 Apr, 2025",,3513350
Jotunnslayer: Hordes of Hel,319,3734,82,"21 Jan, 2025","21 Jan, 2025",2820820
Jagged Alliance 3,320,9579,89,"14 Jul, 2023",,1084160
Voidspire Tactics,321,249,96,"3 Nov, 2015",,415920
FINAL FANTASY IX,322,10271,94,"14 Apr, 2016",,377840
吞食天地之乱舞三国,323,184,95,"29 Jan, 2025",,3418930
Three Fairies' Hoppin' Flappin' Great Journey!,324,159,85,"27 Aug, 2021",,1533590
Ryse: Son of Rome,325,34087,87,"10 Oct, 2014",,302510
Grimm's Hollow,326,13864,98,"31 Oct, 2019",,1170880
Dwarven Realms,327,2421,83,"28 Sep, 2024","17 Dec, 2022",2015240
暖雪 Warm Snow,328,33768,93,"19 Jan, 2022",,1296830
Big Ambitions,329,10218,93,"11 Mar, 2023","11 Mar, 2023",1331550
Wizardry: The Five Ordeals,330,469,85,"26 Oct, 2023","17 Dec, 2021",1308700
The Slormancer,331,5780,81,"14 May, 2025","7 Apr, 2021",1104280
Star Renegades,332,2474,82,"8 Sep, 2020",,651670
Necesse,333,14127,94,"13 Dec, 2019","13 Dec, 2019",1169040
Shadows Over Loathing,334,2868,96,"12 Nov, 2022",,1939160
Yakuza 3 Remastered,335,7010,80,"29 Jan, 2021",,1088710
巅峰骑士团,336,1233,90,"15 Aug, 2019",,1132730
三国真龙传,337,467,80,"24 Apr, 2024","14 Feb, 2023",2288210
Tales of Berseria™,338,14005,91,"27 Jan, 2017",,429660
DYSMANTLE,339,10026,91,"16 Nov, 2021","6 Nov, 2020",846770
The Doors of Trithius,340,486,96,"16 Aug, 2021","16 Aug, 2021",1519490
Death's Door,341,16672,93,"20 Jul, 2021",,894020
Age of Fear: The Free World,342,401,84,"19 Jan, 2019",,882410
Tales & Tactics,343,1401,81,"16 Aug, 2024","11 Aug, 2023",1652250
The Incredible Adventures of Van Helsing,344,7520,83,"23 May, 2013",,215530
Nyakori's Rabbit Doll,345,1255,95,"3 Feb, 2020",,1162070
Deck of Souls,346,141,89,"11 Dec, 2024","20 Jun, 2024",2088770
Fates of Ort,347,132,88,"31 Mar, 2020",,895480
The Legend of Heroes: Trails in the Sky SC,348,3185,97,"30 Oct, 2015",,251290
Ark of Artemis,349,252,81,"22 May, 2021",,1572340
Cyberdimension Neptunia: 4 Goddesses Online,350,3890,87,"28 Feb, 2018",,632350
Villages & Dungeons,351,263,87,"20 May, 2025",,3411020
Yarimono,352,2884,88,"30 Aug, 2024",,2696050
NieR Replicant™ ver.1.22474487139...,353,19234,88,"24 Apr, 2021",,1113560
Trash of the Titans,354,266,94,"29 May, 2024","29 May, 2024",2450400
Conquest Dark,355,1429,93,"30 Apr, 2025","30 Apr, 2025",3238670
Dust: An Elysian Tail,356,13836,95,"25 May, 2013",,236090
Multiverse Loot Hunter,357,1643,84,"3 Jan, 2025","3 Jan, 2025",2776450
Lakeview Valley,358,670,82,"22 Oct, 2019",,783840
Moekuri: Adorable + Tactical SRPG,359,327,87,"17 Dec, 2016",,529160
Felvidek,360,3672,98,"30 Mar, 2024",,2299900
Masquerada: Songs and Shadows,361,340,88,"1 Oct, 2016",,459090
FINAL FANTASY,362,6336,94,"29 Jul, 2021",,1173770
Dale & Dawson Stationery Supplies,363,6693,92,"31 Aug, 2024",,2920570
Cossacks: Art of War,364,287,81,"31 Mar, 2002",,4870
Trials of Mana,365,4555,91,"25 Apr, 2020",,924980
Travellers Rest,366,12593,88,"28 Jul, 2020","29 Jul, 2020",1139980
Tangledeep,367,1050,83,"2 Feb, 2018",,628770
SULFUR,368,4143,86,"29 Oct, 2024","29 Oct, 2024",2124120
Xuan-Yuan Sword 2,369,250,87,"8 Feb, 1994",,1508740
Cat Quest,370,7549,95,"9 Aug, 2017",,593280
Coromon,371,5253,86,"1 Apr, 2022",,1218210
Rogue Fable III,372,689,93,"23 Dec, 2021","29 Dec, 2018",956450
封神榜2023,373,250,94,"29 Sep, 2023",,2581570
High Sea Saga DX,374,387,81,"31 Aug, 2023",,2431880
The Lord of the Rings Online™,375,20970,81,"6 Jun, 2012",,212500
SRPG Studio,376,250,83,"21 Aug, 2018",,857320
Alvora Tactics,377,127,92,"1 Jun, 2017",,643900
Path of the Midnight Sun,378,200,84,"11 Jan, 2023",,1969060
三國立志傳3,379,140,82,"18 Jul, 2023",,2467190
三國立志傳2,380,125,80,"24 Mar, 2023",,2341920
Slice & Dice,381,2051,96,"20 Mar, 2024",,1775490
Siege of Avalon: Anthology,382,242,86,"9 Apr, 2021",,1558990
Infinite Adventures®,383,113,92,"30 Oct, 2018",,607820
AdventureQuest 3D,384,9281,81,"29 Oct, 2022","20 Oct, 2016",429790
Rakuen,385,4631,96,"11 May, 2017",,559210
FATE,386,3713,95,"18 May, 2005",,246840
Gloomhaven,387,12703,83,"20 Oct, 2021","17 Jul, 2019",780290
